Orthogroup	Duplications (all)	Duplications (50% support)
OG0002792	0	0
OG0002793	0	0
OG0002794	0	0
OG0002795	0	0
OG0002796	0	0
OG0002797	0	0
OG0002798	0	0
OG0002799	0	0
OG0002800	0	0
OG0002801	0	0
OG0002802	0	0
OG0002803	1	1
OG0002804	0	0
OG0002805	0	0
OG0002806	0	0
OG0002807	0	0
OG0002808	0	0
OG0002809	0	0
OG0002810	0	0
OG0002811	0	0
OG0002812	0	0
OG0002813	0	0
OG0002814	0	0
OG0002815	0	0
OG0002816	0	0
OG0002817	0	0
OG0002818	1	0
OG0002819	1	1
OG0002820	0	0
OG0002821	0	0
OG0002822	0	0
OG0002823	0	0
OG0002824	0	0
OG0002825	0	0
OG0002826	0	0
OG0002827	0	0
OG0002828	0	0
OG0002829	0	0
OG0002830	0	0
OG0002831	0	0
OG0002832	0	0
OG0002833	0	0
OG0002834	1	0
OG0002835	0	0
OG0002836	0	0
OG0002837	0	0
OG0002838	0	0
OG0002839	0	0
OG0002840	0	0
OG0002841	0	0
OG0002842	0	0
OG0002843	0	0
OG0002844	0	0
OG0002845	0	0
OG0002846	0	0
OG0002847	0	0
OG0002848	0	0
OG0002849	0	0
OG0002850	0	0
OG0002851	0	0
OG0002852	0	0
OG0002853	0	0
OG0002854	0	0
OG0002855	0	0
OG0002856	0	0
OG0002857	0	0
OG0002858	0	0
OG0002859	0	0
OG0002860	0	0
OG0002861	0	0
OG0002862	0	0
OG0002863	0	0
OG0002864	1	0
OG0002865	0	0
OG0002866	0	0
OG0002867	0	0
OG0002868	0	0
OG0002869	0	0
OG0002870	0	0
OG0002871	0	0
OG0002872	0	0
OG0002873	0	0
OG0002874	0	0
OG0002875	0	0
OG0002876	0	0
OG0002877	0	0
OG0002878	0	0
OG0002879	0	0
OG0002880	0	0
OG0002881	0	0
OG0002882	0	0
OG0002883	0	0
OG0002884	0	0
OG0002885	0	0
OG0002886	0	0
OG0002887	0	0
OG0002888	0	0
OG0002889	0	0
OG0002890	0	0
OG0002891	0	0
OG0002892	2	2
OG0002893	0	0
OG0002894	0	0
OG0002895	0	0
OG0002896	0	0
OG0002897	0	0
OG0002898	0	0
OG0002899	0	0
OG0002900	0	0
OG0002901	0	0
OG0002902	0	0
OG0002903	0	0
OG0002904	0	0
OG0002905	0	0
OG0002906	0	0
OG0002907	0	0
OG0002908	0	0
OG0002909	0	0
OG0002910	0	0
OG0002911	0	0
OG0002912	0	0
OG0002913	0	0
OG0002914	0	0
OG0002915	0	0
OG0002916	0	0
OG0002917	0	0
OG0002918	0	0
OG0002919	0	0
OG0002920	0	0
OG0002921	0	0
OG0002922	0	0
OG0002923	0	0
OG0002924	1	0
OG0002925	0	0
OG0002926	0	0
OG0002927	0	0
OG0002928	0	0
OG0002929	0	0
OG0002930	1	0
OG0002931	1	0
OG0002932	0	0
OG0002933	0	0
OG0002934	0	0
OG0002935	0	0
OG0002936	0	0
OG0002937	0	0
OG0002938	0	0
OG0002939	0	0
OG0002940	0	0
OG0002941	0	0
OG0002942	0	0
OG0002943	0	0
OG0002944	0	0
OG0002945	0	0
OG0002946	0	0
OG0002947	0	0
OG0002948	0	0
OG0002949	0	0
OG0002950	0	0
OG0002951	0	0
OG0002952	0	0
OG0002953	0	0
OG0002954	0	0
OG0002955	0	0
OG0002956	0	0
OG0002957	0	0
OG0002958	0	0
OG0002959	0	0
OG0002960	0	0
OG0002961	0	0
OG0002962	0	0
OG0002963	0	0
OG0002964	0	0
OG0002965	0	0
OG0002966	0	0
OG0002967	0	0
OG0002968	0	0
OG0002969	0	0
OG0002970	0	0
OG0002971	0	0
OG0002972	0	0
OG0002973	0	0
OG0002974	0	0
OG0002975	0	0
OG0002976	0	0
OG0002977	0	0
OG0002978	0	0
OG0002979	0	0
OG0002980	0	0
OG0002981	0	0
OG0002982	0	0
OG0002983	0	0
OG0002984	0	0
OG0002985	0	0
OG0002986	0	0
OG0002987	0	0
OG0002988	0	0
OG0002989	0	0
OG0002990	0	0
OG0002991	1	1
OG0002992	0	0
OG0002993	0	0
OG0002994	0	0
OG0002995	0	0
OG0002996	0	0
OG0002997	0	0
OG0002998	0	0
OG0002999	0	0
OG0003000	0	0
OG0003001	0	0
OG0003002	0	0
OG0003003	0	0
OG0003004	0	0
OG0003005	0	0
OG0003006	0	0
OG0003007	0	0
OG0003008	0	0
OG0003009	0	0
OG0003010	0	0
OG0003011	0	0
OG0003012	0	0
OG0003013	0	0
OG0003014	0	0
OG0003015	0	0
OG0003016	0	0
OG0003017	0	0
OG0003018	0	0
OG0003019	0	0
OG0003020	0	0
OG0003021	0	0
OG0003022	0	0
OG0003023	1	0
OG0003024	2	2
OG0003025	0	0
OG0003026	2	1
OG0003027	0	0
OG0003028	1	1
OG0003029	0	0
OG0003030	0	0
OG0003031	0	0
OG0003032	0	0
OG0003033	1	0
OG0003034	0	0
OG0003035	0	0
OG0003036	0	0
OG0003037	0	0
OG0003038	0	0
OG0003039	0	0
OG0003040	0	0
OG0003041	0	0
OG0003042	0	0
OG0003043	0	0
OG0003044	0	0
OG0003045	0	0
OG0003046	1	0
OG0003047	0	0
OG0003048	0	0
OG0003049	0	0
OG0003050	0	0
OG0003051	1	1
OG0003052	0	0
OG0003053	0	0
OG0003054	0	0
OG0003055	0	0
OG0003056	0	0
OG0003057	0	0
OG0003058	0	0
OG0003059	0	0
OG0003060	0	0
OG0003061	0	0
OG0003062	0	0
OG0003063	0	0
OG0003064	0	0
OG0003065	0	0
OG0003066	0	0
OG0003067	0	0
OG0003068	0	0
OG0003069	0	0
OG0003070	0	0
OG0003071	0	0
OG0003072	0	0
OG0003073	0	0
OG0003074	0	0
OG0003075	0	0
OG0003076	0	0
OG0003077	2	2
OG0003078	1	1
OG0003079	0	0
OG0003080	0	0
OG0003081	2	2
OG0003082	2	1
OG0003083	0	0
OG0003084	0	0
OG0003085	0	0
OG0003086	0	0
OG0003087	0	0
OG0003088	0	0
OG0003089	0	0
OG0003090	1	1
OG0003091	0	0
OG0003092	0	0
OG0003093	0	0
OG0003094	0	0
OG0003095	0	0
OG0003096	0	0
OG0003097	0	0
OG0003098	0	0
OG0003099	0	0
OG0003100	0	0
OG0003101	0	0
OG0003102	0	0
OG0003103	0	0
OG0003104	0	0
OG0003105	0	0
OG0003106	0	0
OG0003107	0	0
OG0003108	0	0
OG0003109	0	0
OG0003110	0	0
OG0003111	0	0
OG0003112	0	0
OG0003113	0	0
OG0003114	0	0
OG0003115	0	0
OG0003116	0	0
OG0003117	0	0
OG0003118	0	0
OG0003119	0	0
OG0003120	0	0
OG0003121	0	0
OG0003122	0	0
OG0003123	0	0
OG0003124	0	0
OG0003125	0	0
OG0003126	0	0
OG0003127	0	0
OG0003128	0	0
OG0003129	0	0
OG0003130	0	0
OG0003131	0	0
OG0003132	0	0
OG0003133	0	0
OG0003134	0	0
OG0003135	0	0
OG0003136	0	0
OG0003137	4	4
OG0003138	3	2
OG0003139	0	0
OG0003140	0	0
OG0003141	0	0
OG0003142	0	0
OG0003143	0	0
OG0003144	0	0
OG0003145	0	0
OG0003146	0	0
OG0003147	0	0
OG0003148	0	0
OG0003149	0	0
OG0003150	0	0
OG0003151	0	0
OG0003152	0	0
OG0003153	0	0
OG0003154	0	0
OG0003155	0	0
OG0003156	0	0
OG0003157	0	0
OG0003158	0	0
OG0003159	0	0
OG0003160	0	0
OG0003161	0	0
OG0003162	0	0
OG0003163	0	0
OG0003164	0	0
OG0003165	0	0
OG0003166	0	0
OG0003167	1	1
OG0003168	0	0
OG0003169	0	0
OG0003170	0	0
OG0003171	0	0
OG0003172	3	3
OG0003173	0	0
OG0003174	0	0
OG0003175	0	0
OG0003176	0	0
OG0003177	0	0
OG0003178	0	0
OG0003179	0	0
OG0003180	0	0
OG0003181	0	0
OG0003182	0	0
OG0003183	0	0
OG0003184	0	0
OG0003185	0	0
OG0003186	0	0
OG0003187	0	0
OG0003188	0	0
OG0003189	0	0
OG0003190	0	0
OG0003191	0	0
OG0003192	0	0
OG0003193	0	0
OG0003194	0	0
OG0003195	1	1
OG0003196	1	0
OG0003197	0	0
OG0003198	0	0
OG0003199	1	1
OG0003200	1	1
OG0003201	1	1
OG0003202	0	0
OG0003203	0	0
OG0003204	0	0
OG0003205	0	0
OG0003206	0	0
OG0003207	2	2
OG0003208	0	0
OG0003209	0	0
OG0003210	0	0
OG0003211	0	0
OG0003212	0	0
OG0003213	0	0
OG0003214	0	0
OG0003215	0	0
OG0003216	0	0
OG0003217	0	0
OG0003218	2	2
OG0003219	2	2
OG0003220	1	1
OG0003221	1	0
OG0003222	1	0
OG0003223	1	0
OG0003224	1	1
OG0003225	4	4
OG0003226	1	1
OG0003227	1	1
OG0003228	1	1
OG0003229	1	1
OG0003230	5	5
OG0003231	2	2
OG0003232	2	1
OG0003233	3	3
OG0003234	1	0
OG0003235	1	1
OG0003236	2	2
OG0003237	2	0
OG0003238	1	1
OG0003239	1	1
OG0003240	1	1
OG0003241	2	1
OG0003242	2	2
OG0003243	2	2
OG0003244	1	0
OG0003245	1	0
OG0003246	2	2
OG0003247	1	0
OG0003248	2	2
OG0003249	1	1
OG0003250	2	2
OG0003251	1	1
OG0003252	1	1
OG0003253	1	0
OG0003254	3	0
OG0003255	3	3
OG0003256	1	1
OG0003257	1	1
OG0003258	1	1
OG0003259	3	3
OG0003260	1	1
OG0003261	1	1
OG0003262	2	2
OG0003263	1	1
OG0003264	3	3
OG0003265	2	2
OG0003266	2	2
OG0003267	2	2
OG0003268	1	0
OG0003269	1	0
OG0003270	1	1
OG0003271	1	1
OG0003272	1	1
OG0003273	1	0
OG0003274	1	1
OG0003275	1	0
OG0003276	1	1
OG0003277	2	2
OG0003278	1	0
OG0003279	1	1
OG0003280	1	1
OG0003281	1	1
OG0003282	1	1
OG0003283	1	1
OG0003284	3	3
OG0003285	1	1
OG0003286	1	1
OG0003287	2	2
OG0003288	1	1
OG0003289	2	2
OG0003290	1	1
OG0003291	1	1
OG0003292	1	1
OG0003293	2	1
OG0003294	2	2
OG0003295	1	1
OG0003296	1	1
OG0003297	1	1
OG0003298	1	1
OG0003299	1	1
OG0003300	2	2
OG0003301	1	1
OG0003302	1	1
OG0003303	1	1
OG0003304	2	1
OG0003305	1	1
OG0003306	1	1
OG0003307	3	3
OG0003308	2	1
OG0003309	1	1
OG0003310	1	1
OG0003311	1	0
OG0003312	1	1
OG0003313	2	2
OG0003314	1	1
OG0003315	2	2
OG0003316	2	2
OG0003317	2	2
OG0003318	2	2
OG0003319	2	2
OG0003320	2	2
OG0003321	2	2
OG0003322	2	2
OG0003323	2	2
OG0003324	1	1
OG0003325	2	2
OG0003326	2	2
OG0003327	2	2
OG0003328	2	2
OG0003329	2	2
OG0003330	3	3
OG0003331	1	1
OG0003332	2	2
OG0003333	1	1
OG0003334	3	3
OG0003335	4	4
OG0003336	2	2
OG0003337	2	2
OG0003338	2	2
OG0003339	0	0
OG0003340	0	0
OG0003341	0	0
OG0003342	0	0
OG0003343	1	0
OG0003344	0	0
OG0003345	1	0
OG0003346	0	0
OG0003347	0	0
OG0003348	0	0
OG0003349	1	1
OG0003350	1	0
OG0003351	0	0
OG0003352	0	0
OG0003353	0	0
OG0003354	0	0
OG0003355	0	0
OG0003356	0	0
OG0003357	0	0
OG0003358	0	0
OG0003359	0	0
OG0003360	0	0
OG0003361	0	0
OG0003362	0	0
OG0003363	0	0
OG0003364	1	1
OG0003365	0	0
OG0003366	1	0
OG0003367	0	0
OG0003368	0	0
OG0003369	0	0
OG0003370	0	0
OG0003371	0	0
OG0003372	1	1
OG0003373	1	1
OG0003374	0	0
OG0003375	0	0
OG0003376	0	0
OG0003377	0	0
OG0003378	0	0
OG0003379	1	1
OG0003380	0	0
OG0003381	1	1
OG0003382	0	0
OG0003383	0	0
OG0003384	0	0
OG0003385	0	0
OG0003386	0	0
OG0003387	0	0
OG0003388	0	0
OG0003389	0	0
OG0003390	1	1
OG0003391	0	0
OG0003392	1	1
OG0003393	0	0
OG0003394	1	1
OG0003395	1	1
OG0003396	0	0
OG0003397	2	1
OG0003398	2	2
OG0003399	2	2
OG0003400	0	0
OG0003401	0	0
OG0003402	0	0
OG0003403	0	0
OG0003404	1	1
OG0003405	0	0
OG0003406	0	0
OG0003407	0	0
OG0003408	0	0
OG0003409	0	0
OG0003410	0	0
OG0003411	0	0
OG0003412	0	0
OG0003413	0	0
OG0003414	0	0
OG0003415	1	1
OG0003416	1	1
OG0003417	1	1
OG0003418	1	1
OG0003419	0	0
OG0003420	5	5
OG0003421	3	3
OG0003422	1	0
OG0003423	1	1
OG0003424	3	3
OG0003425	1	0
OG0003426	1	0
OG0003427	2	1
OG0003428	1	0
OG0003429	1	1
OG0003430	1	1
OG0003431	0	0
OG0003432	0	0
OG0003433	0	0
OG0003434	1	1
OG0003435	0	0
OG0003436	0	0
OG0003437	0	0
OG0003438	1	1
OG0003439	0	0
OG0003440	1	1
OG0003441	0	0
OG0003442	0	0
OG0003443	0	0
OG0003444	0	0
OG0003445	0	0
OG0003446	0	0
OG0003447	0	0
OG0003448	0	0
OG0003449	0	0
OG0003450	0	0
OG0003451	0	0
OG0003452	0	0
OG0003453	0	0
OG0003454	0	0
OG0003455	0	0
OG0003456	0	0
OG0003457	1	1
OG0003458	0	0
OG0003459	0	0
OG0003460	1	1
OG0003461	0	0
OG0003462	0	0
OG0003463	1	1
OG0003464	1	1
OG0003465	0	0
OG0003466	1	1
OG0003467	0	0
OG0003468	0	0
OG0003469	0	0
OG0003470	0	0
OG0003471	0	0
OG0003472	0	0
OG0003473	0	0
OG0003474	1	1
OG0003475	0	0
OG0003476	0	0
OG0003477	0	0
OG0003478	0	0
OG0003479	0	0
OG0003480	0	0
OG0003481	0	0
OG0003482	0	0
OG0003483	0	0
OG0003484	0	0
OG0003485	0	0
OG0003486	0	0
OG0003487	0	0
OG0003488	0	0
OG0003489	0	0
OG0003490	0	0
OG0003491	0	0
OG0003492	0	0
OG0003493	1	1
OG0003494	0	0
OG0003495	0	0
OG0003496	0	0
OG0003497	0	0
OG0003498	0	0
OG0003499	0	0
OG0003500	0	0
OG0003501	0	0
OG0003502	4	4
OG0003503	0	0
OG0003504	2	2
OG0003505	1	0
OG0003506	0	0
OG0003507	0	0
OG0003508	0	0
OG0003509	0	0
OG0003510	0	0
OG0003511	0	0
OG0003512	0	0
OG0003513	0	0
OG0003514	0	0
OG0003515	0	0
OG0003516	0	0
OG0003517	0	0
OG0003518	0	0
OG0003519	0	0
OG0003520	0	0
OG0003521	0	0
OG0003522	0	0
OG0003523	0	0
OG0003524	2	2
OG0003525	0	0
OG0003526	0	0
OG0003527	0	0
OG0003528	0	0
OG0003529	0	0
OG0003530	1	1
OG0003531	1	1
OG0003532	0	0
OG0003533	0	0
OG0003534	0	0
OG0003535	0	0
OG0003536	0	0
OG0003537	0	0
OG0003538	0	0
OG0003539	0	0
OG0003540	0	0
OG0003541	0	0
OG0003542	0	0
OG0003543	0	0
OG0003544	0	0
OG0003545	0	0
OG0003546	0	0
OG0003547	1	0
OG0003548	0	0
OG0003549	0	0
OG0003550	0	0
OG0003551	0	0
OG0003552	0	0
OG0003553	0	0
OG0003554	0	0
OG0003555	0	0
OG0003556	0	0
OG0003557	0	0
OG0003558	0	0
OG0003559	0	0
OG0003560	0	0
OG0003561	0	0
OG0003562	0	0
OG0003563	0	0
OG0003564	0	0
OG0003565	0	0
OG0003566	1	1
OG0003567	0	0
OG0003568	0	0
OG0003569	0	0
OG0003570	0	0
OG0003571	0	0
OG0003572	1	1
OG0003573	0	0
OG0003574	0	0
OG0003575	1	1
OG0003576	0	0
OG0003577	0	0
OG0003578	0	0
OG0003579	0	0
OG0003580	0	0
OG0003581	1	1
OG0003582	0	0
OG0003583	0	0
OG0003584	0	0
OG0003585	0	0
OG0003586	0	0
OG0003587	0	0
OG0003588	0	0
OG0003589	0	0
OG0003590	0	0
OG0003591	0	0
OG0003592	0	0
OG0003593	0	0
OG0003594	0	0
OG0003595	1	1
OG0003596	0	0
OG0003597	0	0
OG0003598	0	0
OG0003599	0	0
OG0003600	0	0
OG0003601	1	1
OG0003602	0	0
OG0003603	1	1
OG0003604	0	0
OG0003605	0	0
OG0003606	1	1
OG0003607	1	1
OG0003608	0	0
OG0003609	1	1
OG0003610	0	0
OG0003611	0	0
OG0003612	0	0
OG0003613	1	1
OG0003614	0	0
OG0003615	0	0
OG0003616	1	1
OG0003617	0	0
OG0003618	2	2
OG0003619	0	0
OG0003620	0	0
OG0003621	1	0
OG0003622	0	0
OG0003623	0	0
OG0003624	0	0
OG0003625	0	0
OG0003626	0	0
OG0003627	0	0
OG0003628	0	0
OG0003629	0	0
OG0003630	0	0
OG0003631	1	1
OG0003632	1	1
OG0003633	1	1
OG0003634	0	0
OG0003635	1	1
OG0003636	0	0
OG0003637	1	0
OG0003638	0	0
OG0003639	1	0
OG0003640	1	1
OG0003641	0	0
OG0003642	1	1
OG0003643	0	0
OG0003644	0	0
OG0003645	1	1
OG0003646	0	0
OG0003647	0	0
OG0003648	1	1
OG0003649	0	0
OG0003650	0	0
OG0003651	0	0
OG0003652	1	1
OG0003653	0	0
OG0003654	1	1
OG0003655	1	0
OG0003656	1	1
OG0003657	1	1
OG0003658	0	0
OG0003659	3	3
OG0003660	0	0
OG0003661	0	0
OG0003662	1	1
OG0003663	0	0
OG0003664	1	1
OG0003665	0	0
OG0003666	0	0
OG0003667	0	0
OG0003668	0	0
OG0003669	2	2
OG0003670	0	0
OG0003671	0	0
OG0003672	2	2
OG0003673	0	0
OG0003674	0	0
OG0003675	0	0
OG0003676	0	0
OG0003677	0	0
OG0003678	0	0
OG0003679	1	1
OG0003680	0	0
OG0003681	1	1
OG0003682	1	0
OG0003683	0	0
OG0003684	1	1
OG0003685	1	1
OG0003686	0	0
OG0003687	0	0
OG0003688	0	0
OG0003689	0	0
OG0003690	0	0
OG0003691	1	0
OG0003692	0	0
OG0003693	0	0
OG0003694	0	0
OG0003695	0	0
OG0003696	2	2
OG0003697	1	1
OG0003698	1	1
OG0003699	2	2
OG0003700	0	0
OG0003701	2	2
OG0003702	1	1
OG0003703	0	0
OG0003704	0	0
OG0003705	1	1
OG0003706	0	0
OG0003707	1	1
OG0003708	0	0
OG0003709	0	0
OG0003710	0	0
OG0003711	0	0
OG0003712	1	1
OG0003713	3	2
OG0003714	1	1
OG0003715	0	0
OG0003716	1	1
OG0003717	1	1
OG0003718	0	0
OG0003719	1	1
OG0003720	2	2
OG0003721	3	3
OG0003722	1	1
OG0003723	2	2
OG0003724	3	3
OG0003725	0	0
OG0003726	2	2
OG0003727	1	1
OG0003728	1	1
OG0003729	1	1
OG0003730	0	0
OG0003731	0	0
OG0003732	0	0
OG0003733	0	0
OG0003734	2	2
OG0003735	0	0
OG0003736	0	0
OG0003737	2	2
OG0003738	2	2
OG0003739	0	0
OG0003740	1	1
OG0003741	0	0
OG0003742	1	1
OG0003743	0	0
OG0003744	1	1
OG0003745	0	0
OG0003746	1	1
OG0003747	0	0
OG0003748	1	1
OG0003749	1	1
OG0003750	1	1
OG0003751	0	0
OG0003752	1	1
OG0003753	0	0
OG0003754	1	0
OG0003755	0	0
OG0003756	0	0
OG0003757	1	1
OG0003758	1	1
OG0003759	1	1
OG0003760	0	0
OG0003761	0	0
OG0003762	1	1
OG0003763	0	0
OG0003764	1	1
OG0003765	1	1
OG0003766	0	0
OG0003767	0	0
OG0003768	0	0
OG0003769	0	0
OG0003770	1	1
OG0003771	0	0
OG0003772	0	0
OG0003773	0	0
OG0003774	0	0
OG0003775	1	1
OG0003776	0	0
OG0003777	2	2
OG0003778	0	0
OG0003779	0	0
OG0003780	0	0
OG0003781	1	1
OG0003782	0	0
OG0003783	1	0
OG0003784	1	1
OG0003785	1	1
OG0003786	1	1
OG0003787	1	1
OG0003788	1	1
OG0003789	0	0
OG0003790	0	0
OG0003791	1	1
OG0003792	0	0
OG0003793	0	0
OG0003794	1	1
OG0003795	1	1
OG0003796	1	1
OG0003797	2	2
OG0003798	1	1
OG0003799	1	1
OG0003800	3	3
OG0003801	1	1
OG0003802	0	0
OG0003803	0	0
OG0003804	0	0
OG0003805	1	1
OG0003806	0	0
OG0003807	0	0
OG0003808	1	1
OG0003809	0	0
OG0003810	0	0
OG0003811	0	0
OG0003812	1	1
OG0003813	1	1
OG0003814	1	1
OG0003815	2	2
OG0003816	0	0
OG0003817	0	0
OG0003818	0	0
OG0003819	2	2
OG0003820	1	1
OG0003821	1	1
OG0003822	1	1
OG0003823	0	0
OG0003824	1	1
OG0003825	2	2
OG0003826	0	0
OG0003827	0	0
OG0003828	2	2
OG0003829	0	0
OG0003830	1	1
OG0003831	1	1
OG0003832	0	0
OG0003833	0	0
OG0003834	0	0
OG0003835	0	0
OG0003836	0	0
OG0003837	0	0
OG0003838	0	0
OG0003839	0	0
OG0003840	0	0
OG0003841	1	0
OG0003842	0	0
OG0003843	0	0
OG0003844	0	0
OG0003845	0	0
OG0003846	1	1
OG0003847	1	1
OG0003848	5	5
OG0003849	0	0
OG0003850	0	0
OG0003851	0	0
OG0003852	2	2
OG0003853	2	2
OG0003854	1	1
OG0003855	0	0
OG0003856	0	0
OG0003857	0	0
OG0003858	1	1
OG0003859	0	0
OG0003860	1	1
OG0003861	0	0
OG0003862	0	0
OG0003863	0	0
OG0003864	3	3
OG0003865	0	0
OG0003866	2	2
OG0003867	0	0
OG0003868	2	1
OG0003869	1	0
OG0003870	1	1
OG0003871	2	2
OG0003872	1	1
OG0003873	1	1
OG0003874	1	1
OG0003875	1	1
OG0003876	2	2
OG0003877	1	1
OG0003878	2	2
OG0003879	2	2
OG0003880	1	1
OG0003881	1	0
OG0003882	3	2
OG0003883	2	2
OG0003884	1	1
OG0003885	1	1
OG0003886	1	1
OG0003887	1	1
OG0003888	3	3
OG0003889	1	1
OG0003890	1	1
OG0003891	1	1
OG0003892	1	1
OG0003893	2	2
OG0003894	1	1
OG0003895	1	1
OG0003896	1	1
OG0003897	1	1
OG0003898	3	3
OG0003899	2	2
OG0003900	1	1
OG0003901	1	1
OG0003902	2	2
OG0003903	1	1
OG0003904	1	1
OG0003905	1	1
OG0003906	2	2
OG0003907	1	1
OG0003908	3	3
OG0003909	1	1
OG0003910	3	3
OG0003911	1	1
OG0003912	1	1
OG0003913	1	1
OG0003914	2	2
OG0003915	2	2
OG0003916	1	1
OG0003917	2	2
OG0003918	1	1
OG0003919	1	1
OG0003920	1	1
OG0003921	1	1
OG0003922	1	1
OG0003923	1	1
OG0003924	1	1
OG0003925	1	1
OG0003926	1	1
OG0003927	1	1
OG0003928	2	2
OG0003929	1	1
OG0003930	1	1
OG0003931	3	3
OG0003932	1	1
OG0003933	2	2
OG0003934	2	2
OG0003935	2	2
OG0003936	3	3
OG0003937	5	5
OG0003938	5	5
OG0003939	1	1
OG0003940	1	1
OG0003941	1	1
OG0003942	0	0
OG0003943	0	0
OG0003944	0	0
OG0003945	1	1
OG0003946	1	1
OG0003947	0	0
OG0003948	0	0
OG0003949	0	0
OG0003950	0	0
OG0003951	0	0
OG0003952	1	1
OG0003953	0	0
OG0003954	0	0
OG0003955	1	1
OG0003956	0	0
OG0003957	0	0
OG0003958	0	0
OG0003959	0	0
OG0003960	0	0
OG0003961	1	1
OG0003962	1	1
OG0003963	0	0
OG0003964	0	0
OG0003965	1	1
OG0003966	0	0
OG0003967	0	0
OG0003968	0	0
OG0003969	0	0
OG0003970	1	1
OG0003971	1	1
OG0003972	0	0
OG0003973	0	0
OG0003974	0	0
OG0003975	0	0
OG0003976	0	0
OG0003977	0	0
OG0003978	0	0
OG0003979	0	0
OG0003980	1	1
OG0003981	0	0
OG0003982	1	1
OG0003983	0	0
OG0003984	0	0
OG0003985	0	0
OG0003986	0	0
OG0003987	1	1
OG0003988	0	0
OG0003989	0	0
OG0003990	1	1
OG0003991	0	0
OG0003992	0	0
OG0003993	1	1
OG0003994	0	0
OG0003995	0	0
OG0003996	1	1
OG0003997	1	1
OG0003998	0	0
OG0003999	0	0
OG0004000	0	0
OG0004001	1	1
OG0004002	0	0
OG0004003	1	0
OG0004004	0	0
OG0004005	1	1
OG0004006	0	0
OG0004007	0	0
OG0004008	0	0
OG0004009	0	0
OG0004010	2	2
OG0004011	2	2
OG0004012	0	0
OG0004013	1	1
OG0004014	1	1
OG0004015	0	0
OG0004016	1	1
OG0004017	0	0
OG0004018	0	0
OG0004019	2	1
OG0004020	1	1
OG0004021	2	2
OG0004022	0	0
OG0004023	0	0
OG0004024	0	0
OG0004025	1	0
OG0004026	2	2
OG0004027	0	0
OG0004028	1	1
OG0004029	1	1
OG0004030	1	1
OG0004031	1	1
OG0004032	0	0
OG0004033	0	0
OG0004034	0	0
OG0004035	1	1
OG0004036	1	1
OG0004037	1	1
OG0004038	2	2
OG0004039	0	0
OG0004040	0	0
OG0004041	0	0
OG0004042	0	0
OG0004043	0	0
OG0004044	0	0
OG0004045	0	0
OG0004046	0	0
OG0004047	0	0
OG0004048	0	0
OG0004049	0	0
OG0004050	0	0
OG0004051	0	0
OG0004052	0	0
OG0004053	0	0
OG0004054	0	0
OG0004055	0	0
OG0004056	0	0
OG0004057	0	0
OG0004058	0	0
OG0004059	0	0
OG0004060	0	0
OG0004061	1	1
OG0004062	1	1
OG0004063	0	0
OG0004064	0	0
OG0004065	0	0
OG0004066	0	0
OG0004067	0	0
OG0004068	0	0
OG0004069	0	0
OG0004070	0	0
OG0004071	1	1
OG0004072	1	1
OG0004073	0	0
OG0004074	0	0
OG0004075	1	1
OG0004076	0	0
OG0004077	2	2
OG0004078	0	0
OG0004079	0	0
OG0004080	0	0
OG0004081	1	1
OG0004082	0	0
OG0004083	1	1
OG0004084	0	0
OG0004085	0	0
OG0004086	0	0
OG0004087	0	0
OG0004088	0	0
OG0004089	0	0
OG0004090	0	0
OG0004091	0	0
OG0004092	0	0
OG0004093	0	0
OG0004094	0	0
OG0004095	0	0
OG0004096	0	0
OG0004097	0	0
OG0004098	1	1
OG0004099	0	0
OG0004100	0	0
OG0004101	0	0
OG0004102	0	0
OG0004103	1	1
OG0004104	0	0
OG0004105	0	0
OG0004106	0	0
OG0004107	0	0
OG0004108	0	0
OG0004109	0	0
OG0004110	1	1
OG0004111	1	1
OG0004112	0	0
OG0004113	0	0
OG0004114	0	0
OG0004115	0	0
OG0004116	0	0
OG0004117	2	2
OG0004118	0	0
OG0004119	0	0
OG0004120	0	0
OG0004121	0	0
OG0004122	0	0
OG0004123	0	0
OG0004124	0	0
OG0004125	0	0
OG0004126	0	0
OG0004127	0	0
OG0004128	0	0
OG0004129	0	0
OG0004130	0	0
OG0004131	0	0
OG0004132	1	1
OG0004133	1	1
OG0004134	1	1
OG0004135	1	1
OG0004136	1	1
OG0004137	0	0
OG0004138	0	0
OG0004139	0	0
OG0004140	0	0
OG0004141	0	0
OG0004142	0	0
OG0004143	0	0
OG0004144	0	0
OG0004145	0	0
OG0004146	0	0
OG0004147	0	0
OG0004148	0	0
OG0004149	1	1
OG0004150	0	0
OG0004151	0	0
OG0004152	0	0
OG0004153	0	0
OG0004154	0	0
OG0004155	0	0
OG0004156	0	0
OG0004157	0	0
OG0004158	0	0
OG0004159	0	0
OG0004160	0	0
OG0004161	0	0
OG0004162	1	1
OG0004163	2	1
OG0004164	1	1
OG0004165	0	0
OG0004166	0	0
OG0004167	0	0
OG0004168	0	0
OG0004169	1	1
OG0004170	0	0
OG0004171	0	0
OG0004172	0	0
OG0004173	1	1
OG0004174	0	0
OG0004175	0	0
OG0004176	1	1
OG0004177	0	0
OG0004178	0	0
OG0004179	0	0
OG0004180	2	2
OG0004181	0	0
OG0004182	0	0
OG0004183	0	0
OG0004184	0	0
OG0004185	1	1
OG0004186	1	1
OG0004187	0	0
OG0004188	0	0
